DATE,Item ,"UNIT (box, sleeve, etc)",Quantity in store,,,Price purchased,Price sold,Supplier,Quantity in warehouse,
,Cup Sleeves,Box,1/4 box,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,80,,,,,,,
,To-Go Box,bag,1,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,3,
,Matcha bowl,individual,2,,,,,,8,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1 1/2,,,,,,,
,Shanta,,1,,,,,,,
,M,,,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
3/28,MILKS,,,,,,,,,
,Whole Milk,,17,,,,,,,
,Low-Fat,,13,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,9,,,,,,,
,Oat,,41,,Oat milk,,,,,
,Almond,,45,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,5,,,,,,,
,Homemade Vanilla,bottle,6,,,,,,,
,Vanilla Creme,bottle,3,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,8,,,,,,,
,Pistachio,bottle,2,,,,,,,
,,bottle,,,,,,,,
,Dark chocolate syrup ,Bottle,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,OUT,,Matcha,,,,,
,Chai Masala,bottle,2,,,,,,,
,Turmeric Ginger,carton,18,,,,,,,
,English Breakfast,bag,1,,,,,,,
,Earl Grey,bag,0,,,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,2,,,,,,,
,Crimson berry ,,0,backorder,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1+1/2,,,,,,,
,Raisins,bags,2.5,,,,,,,
,Walnuts,Bags,,,,,,,,
,Pistachios,Bag,1,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,1,,,,,,,
,Stevia,Box,1,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1,,,,,,,
,White sugar bulk,,0.5,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,Sleeve,16,,,,,,,
,Cold 12-14 oz Cups,Sleeve,17,,,,,,,
,Cold Lids,Box,2,,,,,,,
,Hot 12 oz Cups,box of 600,1,,,,,,,
,Hot 12-24oz Lids,box of 1000,1,3 sleeves,,,,,,
,Hot 8oz Cups,box of 600,2,,,,,,,
,Hot 8oz Lids,box,,,,,,,,
,Cold 20 oz cups,Sleeve ,4,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,16,1 box,,,,,,
,San Pellegrino Cans,box,1,,,,,,,
,Fiji Small,box,1,,,,,,,
,Fiji Large,individual,14,,,,,,,
,Lychee Soda,can,5,,,,,,,
,Yuzu Ginger Soda,can,13,,,,,,,
,Hibiscus Rose Soda,can,15,,,,,,,
,Cucumber Soda,can,15,,,,,,,
,Gato Pistachios,,3,,,,,,,
,Gato Walnut,,15,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,3,,,,,,,
,Limmu,12 oz,6,,,,,,,
,Matcha,bags,7,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,4,,,,,,,
,Cucumber,,12,,,,,,,
,Tomato,grapevine ,12,,,,,,,
,Greek Seasoning,,3,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,4,,,,,,,
,Peanut Butter,64oz,3.5,,,,,,,
,Bread,Loaf,1.5,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,,,,,,,,
,2 fold napkins,"""Roll""",7,,,,,,,
,3 fold napkins,,,,,,,,,
,Handsoap,Gallon,1,,,,,,,
,Bleach,Gallon,2,,,,,,,
,Gloves Medium,Box,1.5,,,,,,,
,Gloves Large,Box,1,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,3,,,,,,,
,Grindz,,5,,,,,,,
,Sanitizer,,1 1/2,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Bleach,,2,,,,,,,
,Paper Towel,roll,5,,,,,,,
,Toilet Paper,roll,74,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,22,,,,,,,
,Silverware,,1,,,,,,,
,Cup Sleeves,Box,1/4 box,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,80,,,,,,,
,To-Go Box,bag,1,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,1 1/2,,,,,,,
,Shanta,,1,,,,,,,
,M,,,,,,,,,
,,,,,,,,,,
3/30/2025,MILKS,,,,,,,,,
,Whole Milk,,11,,,,,,,
,Low-Fat,,14,,,,,,,
,Half n Half,,3,,,,,,,
,Heavy Cream,,7,,,,,,,
,Oat,,10,,Oat milk,,,,,
,Almond,,23,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,4,,,,,,,
,Homemade Vanilla,bottle,5,,,,,,,
,Vanilla Creme,bottle,2,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,7,,,,,,,
,Pistachio,bottle,2,,,,,,,
,,bottle,,,,,,,,
,Dark chocolate syrup ,Bottle,2,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,OUT,,Matcha,,,,,
,Chai Masala,bottle,1,,,,,,,
,Turmeric Ginger,carton,15,,,,,,,
,English Breakfast,bag,1,,,,,,,
,Earl Grey,bag,0,,,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,1,,,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,2,,,,,,,
,Crimson berry ,,0,backorder,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1+1/2,,,,,,,
,Raisins,bags,2.5,,,,,,,
,Walnuts,Bags,,,,,,,,
,Pistachios,Bag,0.5,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,1,,,,,,,
,Stevia,Box,1,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1,,,,,,,
,White sugar bulk,,0,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,Sleeve,15,,,,,,,
,Cold 12-14 oz Cups,Sleeve,10,,,,,,,
,Cold Lids,Sleeves,14,,,,,,,
,Hot 12 oz Cups,box of 600,15 sleeves,,,,,,,
,Hot 12-24oz Lids,box of 1000,8,,,,,,,
,Hot 8oz Cups,box of 600,1.5,,,,,,,
,Hot 8oz Lids,Sleeve,8,,,,,,,
,Cold 20 oz cups,Sleeve ,5,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,12,1 box,,,,,,
,San Pellegrino Cans,Cans,21,,,,,,,
,Fiji Small,Bottles,0,,,,,,,
,Fiji Large,individual,11,,,,,,,
,Lychee Soda,can,3,,,,,,,
,Yuzu Ginger Soda,can,12,,,,,,,
,Hibiscus Rose Soda,can,13,,,,,,,
,Cucumber Soda,can,14,,,,,,,
,Gato Pistachios,,0,,,,,,,
,Gato Walnut,,10,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,8,,,,,,,
,Limmu,12 oz,1,,,,,,,
,Matcha,bags,OUT,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,11,,,,,,,
,Cucumber,,6,,,,,,,
,Tomato,grapevine ,2,,,,,,,
,Greek Seasoning,,3,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,8,,,,,,,
,Peanut Butter,64oz,2,,,,,,,
,Bread,Loaf,0.75,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,,,,,,,,
,2 fold napkins,"""Roll""",3,,,,,,,
,3 fold napkins,,,,,,,,,
,Handsoap,Gallon,1,,,,,,,
,Bleach,Gallon,2,,,,,,,
,Gloves Medium,Box,3,,,,,,,
,Gloves Large,Box,2,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,3,,,,,,,
,Grindz,,5,,,,,,,
,Sanitizer,,1 1/2,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Bleach,,2,,,,,,,
,Paper Towel,roll,0,,,,,,,
,Toilet Paper,roll,60,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,22,,,,,,,
,Silverware,,1,,,,,,,
,Cup Sleeves,Box,0,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,OUT,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,0,,,,,,,
,Shanta,,0,,,,,,,
,M,,,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
3/31/2025,MILKS,,,,,,,,,
,Whole Milk,,15,,,,,,4,
,Low-Fat,,17,,,,,,4,
,Half n Half,,21/2,,,,,,,
,Heavy Cream,,6,,,,,,,
,Oat,,53,,,,,,,
,Almond,,66,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,,,,,,
,Dark Chocolate sauce,bottle,4,,,,,,5,
,Homemade Vanilla,bottle,5,,,,,,0,
,Vanilla Creme,bottle,2,,,,,,4,
,Caramel,bottle,4,,,,,,16,
,Strawberry,bottle,7,,,,,,0,
,Pistachio,bottle,2,,,,,,19,
,Vanilla ,bottle,,,,,,,9,
,Dark chocolate syrup ,Bottle,2,,,,,,10,
,,,,,,,,,,
,,,,,,,,,,
,Irish Cream,bottle,1,,,,,,10,
,Ube,bottle,,,,,,,10,
,Rose,bottle,1,,,,,,3,
,Gingerbread,bottle,,,,,,,3,
,,,,,,,,,4,
,TEA,,,,,,,,,
,Matcha,bag,OUT,,,,,,,
,Chai Masala,bottle,0,,,,,,0,
,Turmeric Ginger,carton,15,,,,,,0,
,English Breakfast,bag,1,,,,,,6,
,Earl Grey,bag,0,,,,,,0,
,Pineapple Papaya,bag,1,,,,,,1,
,Moroccan Mint,bag,1,,,,,,5,
,Jasmine,bag,2,,,,,,5,
,"Chai, caffeine free",bag,1,,,,,,2,
,Chamomint,bag,2,,,,,,5,
,Crimson berry ,,0,backorder,,,,,0,
,"Chai Masala, caffeine free",,,,,,,,3,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1+1/2,,,,,,4,
,Raisins,bags,2.5,,,,,,1,
,Walnuts,Bags,,,,,,,3,
,Pistachios,Bag,0.5,,,,,,2,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,1,,,,,,,
,Stevia,Box,1,,,,,,1,box of 800
,Raw Sugar,Box,1,,,,,,1,box of 500
,Splenda,Box,1,,,,,,1,
,White sugar bulk,,0,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,Sleeve,12,,,,,,,
,Cold 12-14 oz Cups,Sleeve,18,,,,,,,
,Cold Lids,Sleeves,13,,,,,,,
,Hot 12 oz Cups,Sleeves ,14,,,,,,6,sleeves 50 ct
,Hot 12-24oz Lids,box of 1000,7,,,,,,1,box 1000
,Hot 8oz Cups,box of 600,17,,,,,,1,
,Hot 8oz Lids,Sleeve,12,,,,,,,
,Cold 20 oz cups,Sleeve ,13,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,12,1 box,,,,,,
,San Pellegrino Cans,Cans,20,,,,,,54,
,Fiji Small,Bottles,0,,,,,,1,box 12
,Fiji Large,individual,11,,,,,,1,box 12
,Lychee Soda,can,5,,,,,,,
,Yuzu Ginger Soda,can,10,,,,,,,
,Hibiscus Rose Soda,can,13,,,,,,,
,Cucumber Soda,can,19,,,,,,,
,Gato Pistachios,,0,,,,,,,
,Gato Walnut,,10,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,8,,,,,,,
,Limmu,12 oz,1,,,,,,,
,Matcha,bags,OUT,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,,,,,,
,Feta,tin,10,,,,,,,
,Cucumber,,10,,,,,,,
,Tomato,grapevine ,2,,,,,,,
,Greek Seasoning,,3,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,8,,,,,,,
,Peanut Butter,64oz,3,,,,,,,
,Bread,Loaf,0.5,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,4,
,Scotch,,,,,,,,,
,2 fold napkins,"""Roll""",3,,,,,,,
,,,,,,,,,,
,Handsoap,Gallon,1,,,,,,,
,Bleach,Gallon,2,,,,,,,
,Gloves Medium,Box,2,,,,,,8,box 100
,Gloves Large,Box,2,,,,,,8,box 100
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,3,,,,,,,
,Grindz,,5,,,,,,,
,Sanitizer,,1 1/2,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Bleach,,2,,,,,,,
,Paper Towel,roll,0,,,,,,,
,Toilet Paper,roll,54,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,22,,,,,,,
,Silverware,,1,,,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,OUT,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,4,,,,,,3,
,Stir Sticks,Box,7,,,,,,8,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,,,,,,,,,,
,Beans,,,,,,,,,
,Limmu,,0,,,,,,,
,Shanta,,0,,,,,,,
,M,,,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
4/1/2025,MILKS,,,!,,,,,,
,Whole Milk,,15,,,,,,4,
,Low-Fat,,15,,,,,,4,
,Half n Half,,3,,,,,,,
,Heavy Cream,,5,,,,,,,
,Oat,,45,,,,,,,
,Almond,,70,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,!,,,,,
,Dark Chocolate sauce,bottle,4,,,,,,5,
,Homemade Vanilla,bottle,5,,,,,,0,
,Vanilla Creme,bottle,2,,,,,,4,
,Caramel,bottle,5,,,,,,16,
,Strawberry,bottle,6,,,,,,0,
,Pistachio,bottle,2,,,,,,19,
,Vanilla ,bottle,4,,,,,,9,
,Dark chocolate syrup ,Bottle,2,,,,,,10,
,,,,,,,,,,
,,,,,,,,,,
,Irish Cream,bottle,1,,,,,,10,
,Ube,bottle,,,,,,,10,
,Rose,bottle,1,,,,,,3,
,Gingerbread,bottle,,,,,,,3,
,,,,,,,,,4,
,TEA,,,,,,,,,
,Matcha,bag,OUT,,,,,,,
,Chai Masala,bottle,4,,,,,,0,
,Turmeric Ginger,carton,15,,,,,,0,
,English Breakfast,bag,1,,,,,,6,
,Earl Grey,bag,0,,,,,,0,
,Pineapple Papaya,bag,1,,,,,,1,
,Moroccan Mint,bag,1,,,,,,5,
,Jasmine,bag,2,,,,,,5,
,"Chai, caffeine free",bag,1,,,,,,2,
,Chamomint,bag,2,,,,,,5,
,Crimson berry ,,0,backorder,,,,,0,
,"Chai Masala, caffeine free",,,,,,,,3,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1+1/2,,,,,,4,
,Raisins,bags,2.5,,,,,,1,
,Walnuts,Bags,,,,,,,3,
,Pistachios,Bag,3,,,,,,2,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,1,,,,,,,
,Stevia,Box,1,,,,,,1,box of 800
,Raw Sugar,Box,1,,,,,,1,box of 500
,Splenda,Box,1,,,,,,1,
,White sugar bulk,,0,,,,,,,
,,,,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,Sleeve,12,,,,,,,
,Cold 12-14 oz Cups,Sleeve,18,,,,,,,
,Cold Lids,Sleeves,13,,,,,,,
,Hot 12 oz Cups,Sleeves ,14,,,,,,6,sleeves 50 ct
,Hot 12-24oz Lids,box of 1000,7,,,,,,1,box 1000
,Hot 8oz Cups,box of 600,17,,,,,,1,
,Hot 8oz Lids,Sleeve,12,,,,,,,
,Cold 20 oz cups,Sleeve ,13,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,12,1 box,,,,,,
,San Pellegrino Cans,Cans,20,,,,,,54,
,Fiji Small,Bottles,0,,,,,,1,box 12
,Fiji Large,individual,11,,,,,,1,box 12
,Lychee Soda,can,5,,,,,,,
,Yuzu Ginger Soda,can,10,,,,,,,
,Hibiscus Rose Soda,can,13,,,,,,,
,Cucumber Soda,can,19,,,,,,,
,Gato Pistachios,,0,,,,,,,
,Gato Walnut,,10,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,8,,,,,,,
,Limmu,12 oz,1,,,,,,,
,Matcha,bags,OUT,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,!,,,,,
,Feta,tin,8,,,,,,,
,Cucumber,,12,,,,,,,
,Tomato,grapevine ,12,,,,,,,
,Greek Seasoning,,3,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,7.5,,,,,,,
,Peanut Butter,64oz,3,,,,,,,
,Bread,Loaf,0.5,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,4,
,Scotch,,,,,,,,,
,2 fold napkins,"""Roll""",3,,,,,,,
,,,,,,,,,,
,Handsoap,Gallon,1,,,,,,,
,Bleach,Gallon,2,,,,,,,
,Gloves Medium,Box,2,,,,,,8,box 100
,Gloves Large,Box,2,,,,,,8,box 100
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,3,,,,,,,
,Grindz,,5,,,,,,,
,Sanitizer,,1 1/2,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Bleach,,2,,,,,,,
,Paper Towel,roll,0,,,,,,,
,Toilet Paper,roll,54,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,22,,,,,,,
,Silverware,,1,,,,,,,
,Cup Sleeves,Box,2,,,,,,1,box 200
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,OUT,,,,,,,
,To-Go Box,bag,1/2,,,,,,3,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,4,,,,,,3,
,Stir Sticks,Box,7,,,,,,8,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,,,,,,,,,,
,Beans,,,,!,,,,,
,Limmu,,1,,,,,,,
,Shanta,,0,,,,,,,
,M,,,,,,,,,
,,,,,,,,,,
4/2/2025,MILKS,,,,,,,,,
,Whole Milk,,10,,,,,,,
,Low-Fat,,15,,,,,,,
,Half n Half,,OUT,,,,,,,
,Heavy Cream,,5,,,,,,,
,Oat,,23,,,,,,,
,Almond,,56,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,!,,,,,
,Dark Chocolate sauce,bottle,3,,,,,,,
,Homemade Vanilla,bottle,5,,,,,,,
,Vanilla Creme,bottle,1,,,,,,,
,Caramel,bottle,4,,,,,,,
,Strawberry,bottle,6,,,,,,,
,Pistachio,bottle,2,,,,,,,
,Vanilla ,bottle,4,,,,,,,
,,,,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,OUT,,,,,,,
,Chai Masala,bottle,2,,,,,,,
,Turmeric Ginger,carton,15,,,,,,,
,English Breakfast,bag,1,,,,,,,
,Earl Grey,bag,0,,,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,0,,,,,,,
,Jasmine,bag,2,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,2,,,,,,,
,Crimson berry ,,1,backorder,,,,,,
,"Chai Masala, caffeine free",,1,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,1+1/2,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,,,,,,,,
,Pistachios,Bag,3,,,,,,,
,Cinnamon,,1,,,,,,,
,Cane Sugar Bulk,Bag,1,,,,,,,
,Stevia,Box,1,,,,,,,
,Raw Sugar,Box,1,,,,,,,
,Splenda,Box,1,,,,,,,
,White sugar bulk,,0,,,,,,,
,White sugar packets,Box,2,,,,,,,
,CUPS + LIDS,,,,,,,,,
,Cold 16-18 oz Cups,Sleeve,15,,,,,,,
,Cold 12-14 oz Cups,Sleeve,12,,,,,,,
,Cold Lids,Sleeves,10,,,,,,,
,Hot 12 oz Cups,Sleeves ,12,,,,,,,
,Hot 12-24oz Lids,box of 1000,7,,,,,,,
,Hot 8oz Cups,box of 600,17,,,,,,,
,Hot 8oz Lids,Sleeve,12,,,,,,,
,Cold 20 oz cups,Sleeve ,0,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GRAB & GO,,,,,,,,,
,San Pellegrino Bottles,bottles,10,1 box,,,,,,
,San Pellegrino Cans,Cans,20,,,,,,,
,Fiji Small,Bottles,0,,,,,,,
,Fiji Large,individual,11,,,,,,,
,Lychee Soda,can,3,,,,,,,
,Yuzu Ginger Soda,can,9,,,,,,,
,Hibiscus Rose Soda,can,13,,,,,,,
,Cucumber Soda,can,19,,,,,,,
,Gato Pistachios,,10,,,,,,,
,Gato Walnut,,15,,,,,,,
,Gato peanut,,,,,,,,,
,Gato Almond,,17,,,,,,,
,Limmu,12 oz,0,,,,,,,
,Matcha,bags,OUT,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,GROCERIES,,,,!,,,,,
,Feta,tin,8,,,,,,,
,Cucumber,,6,,,,,,,
,Tomato,grapevine ,9,,,,,,,
,Greek Seasoning,,3,,,,,,,
,Olive Oil,16oz,1,,,,,,,
,Blueberries,,7.5,,,,,,,
,Peanut Butter,64oz,3,,,,,,,
,Bread,Loaf,3,,,,,,,
,Lemon Juice,bottle,1,,,,,,,
,,,,,,,,,,
,MISC cleaners,,,,,,,,,
,Scotch,,,,,,,,,
,2 fold napkins,"""Roll""",1,,,,,,,
,,,,,,,,,,
,Handsoap,Gallon,1,,,,,,,
,Bleach,Gallon,2,,,,,,,
,Gloves Medium,Box,2,,,,,,,
,Gloves Large,Box,2,,,,,,,
,Cafiza,bucket,1,,,,,,,
,Rinza,bottle,3,,,,,,,
,Grindz,,5,,,,,,,
,Sanitizer,,1 1/2,,,,,,,
,Thieves Solution,,1/2,,,,,,,
,Bleach,,2,,,,,,,
,Paper Towel,roll,OUT,,,,,,,
,Toilet Paper,roll,47,,,,,,,
,Toilet seat cover,box,1,,,,,,,
,,,,,,,,,,
,MISC,,,,,,,,,
,Teapot,individual,2,,,,,,,
,Cold brew bag,individual,6,,,,,,,
,Plastic Silverware,,0,,,,,,,
,Cup Sleeves,Box,2,,,,,,,
,Cup Carriers,bag,1/2,,,,,,,
,Pastry Bag,Box/individual,OUT,,,,,,,
,To-Go Box,bag,1/2,,,,,,,
,To-Go Bag,box,1,,,,,,,
,Straws,box,LOW,,,,,,,
,Stickers,roll,4,,,,,,,
,Stir Sticks,Box,7,,,,,,,
,Stoppers,packs,3,,,,,,,
,Matcha bowl,individual,2,,,,,,,
,Matcha whisk,individual,2,,,,,,,
,Large coffee filter,Sleeve/bag,2,,,,,,,
,,,,,,,,,,
,Beans,,,,!,,,,,
,Limmu,,1,,,,,,,
,Shanta,,1,,,,,,,
,M,,,,,,,,,
,,,,,,,,,,
,-------------------------------------------,,,,,,,,,
4/4/2025,MILKS,,,,✅,,,,,
,Whole Milk,,18,,,,,,,
,Low-Fat,,24,,,,,,,
,Half n Half,,5,,,,,,,
,Heavy Cream,,5,,,,,,,
,Oat,,41,,,,,,,
,Almond,,81,,,,,,,
,,,,,,,,,,
,SYRUPS,,,,✅,,,,,
,Dark Chocolate sauce,bottle,3,,,,,,,
,Homemade Vanilla,bottle,5,,,,,,,
,Vanilla Creme,bottle,1,,,,,,,
,Caramel,bottle,5,,,,,,,
,Strawberry,bottle,6,,,,,,,
,Pistachio,bottle,1,,,,,,,
,Vanilla ,bottle,4,,,,,,,
,,,,,,,,,,
,Irish Cream,bottle,1,,,,,,,
,Ube,bottle,,,,,,,,
,Rose,bottle,1,,,,,,,
,Gingerbread,bottle,,,,,,,,
,,,,,,,,,,
,TEA,,,,,,,,,
,Matcha,bag,4 little bags ,,,,,,,
,Chai Masala,bottle,2,,,,,,,
,Turmeric Ginger,carton,14,,,,,,,
,English Breakfast,bag,2,,,,,,,
,Earl Grey,bag,1,,,,,,,
,Pineapple Papaya,bag,1,,,,,,,
,Moroccan Mint,bag,0,,,,,,,
,Jasmine,bag,1,,,,,,,
,"Chai, caffeine free",bag,1,,,,,,,
,Chamomint,bag,3,,,,,,,
,Crimson berry ,,1,backorder,,,,,,
,"Chai Masala, caffeine free",,1,,,,,,,
,,,,,,,,,,
,DRY GOODS,,,,,,,,,
,Charcoal,bags,0.75,,,,,,,
,Raisins,bags,1.5,,,,,,,
,Walnuts,Bags,,,,,,,,
,Pistachios,Bag,2.5,,,,,,,
,Cinnamon,,1,,,,,,,
